Date,Tweet,label,gol_korupsi
6/28/2023,agama perkiraan tindakan korupsi,negatif,Hujatan
6/28/2023,haji kadrun,netral,NaN
6/28/2023,1 korupsi terstruktur berlapis lapis lini 2 mandalika 3 al zaitun sesat menyesatkan 4 sogok tentara nasional indonesia kepolisian republik indonesia 5 mobil listrik subsid 6 hutang babah alun 7 sambo komisi pemberantasan korupsi teddy sembako banteng teralihkan 8 pencabulan,negatif,teknologi
6/28/2023,gagal total melanjutkan pekerjaannya pemberantasan korupsi ditubuhnya kotor orang orang koruptif stop mentersangkan orang bersih suci,negatif,Polisi
6/28/2023,korupsi meroket,negatif,Hujatan
6/28/2023,tersangka korupsi,negatif,Hujatan
6/28/2023,presiden dampak pemberantasan korupsi beliau presiden pemberantasan korupsi maksimal indonesia terbebas bandit berdasi,negatif,Polisi
6/28/2023,mental bikin korupsi penyelenggaraan hj subur ada ketidak becusan disuruh sabar nrimo alasn haji ya sabar korupsi salah bentuk kezaliman memerangi bentuk kezaliman membiarkn tumbuh subur,negatif,Pendidikan
6/28/2023,nglakuin salah kebenaran mutlak komisi berisi manusia presiden sistem akali penjara komisi korupsi adab orang komisi gaji bagus tunjangan bagus eh,negatif,Hujatan
6/28/2023,korupsi bawa agama kasihan niat ibadah kementerian agama bermasalah ada spill biaya catering haji disunat dananya mencari murah lauknya enak nyanggupin,negatif,kesehatan
6/28/2023,isinya orang orang korupsi criminal idol debut anak titipan heran susah debut,negatif,Ekonomi
6/28/2023,cari berita korupsi bts ada olga deh,negatif,Hujatan
6/28/2023,ditahan memangnya korupsi,negatif,Hujatan
6/28/2023,saniangbaka nagari kompak orangnya bedakan miskin menunggu belas kasihan pemerintah membangun nagari ada pe ikaian memutuskan ada korupsi acara salam perantau saniangbaka,negatif,Ekonomi
6/28/2023,ai platform nya toleransi anti korupsi ai lolos kesenayan ai demokrasi indonesia perjuangan gerindra golkar ai kebangkitan bangsa nasional demokrat demokrat ai keadilan sejahtera ppp penggembira pemandu sorak,negatif,Ekonomi
6/28/2023,bubarken ganti komite rakyat anti korupsi korak biarkan rakyat hakim,negatif,Hukum
6/28/2023,ada terlibat perdagangan narkotika beragam jenisnya ada terlibat pencucian uang korupsi,negatif,Ekonomi
6/28/2023,adab negara beradab ada korupsi bos,negatif,Ekonomi
6/28/2023,manusia manusia serakah korupsi dana makanan langsung azab ya tuhan tanah suci arab arab jahilliyah makkah azab langsung allah kemana tidur siang,negatif,kesehatan
6/28/2023,dikorupsi begimane gila terbayang dosanya beraoa korupsi kegiatan ibadah,negatif,Ekonomi
6/28/2023,khawatir dananya korupsi tersangkakan anies periksa komisi pemberantasan korupsi,negatif,kesehatan
6/28/2023,coba selidiki korupsinya korupsi perbedaan mencari rejeki,negatif,Hujatan
6/28/2023,buzzer2 sampah peradaban kalangan barisan serba diangkat petugas haji hancur pelaksanaan haji semoga menyelidiki korupsi pelaksanaan haji,negatif,Polisi
6/28/2023,lembaga survei poltracking indikator politik diduga terima aliran dana korupsi bupati nonaktif kapuas juru bicara komisi pemberantasan korupsi ali merinci totalnya,negatif,Polisi
6/28/2023,pyroshow tindak kriminal sepe i korupsi contoh nya hehe10x,negatif,Hujatan
6/28/2023,sumpit suparji terbukti korupsi hambalang anas digantung monas whatsapp akota merah,negatif,Ekonomi
6/28/2023,gendut keren ya te olong bapaknya pulici korupsi mobil inova teman alias miskin bahan bullyan,negatif,Hujatan
6/28/2023,komisi pemberantasan korupsi komisi pemberantasan korupsi diterpa internal dugaan tindakan asusila pungutan liar pungutan liar pegawai bidang administrasi ketahuan mencuri duit perjalanan dinas kota komisi pemberantasan korupsi pungutan liar,negatif,kesehatan
6/28/2023,picisan lazim bahas korupsi diduga petinggi nasional demokrat media fair sepe i udara,negatif,Hujatan
6/28/2023,korupsi hukum mati ada nyalon presiden dewan perwakilan rakyat,negatif,Hujatan
6/28/2023,uang korupsi proyek bts mengalir komisi i dewan perwakilan rakyat pengawas keuangan republika online mobile,negatif,infrastruktur
6/28/2023,rudenim medan berhasil memindahkan 8 deteni warga negara myanmar rumah detensi imigrasi pusat tanjung pinang berkomitmen mewujudkan zona integritas bebas korupsi birokrasi bersih melayani,negatif,kesehatan
6/28/2023,dilawan korupsi ya dipidana maksud tuan koruptor dibebaskan,negatif,Hukum
6/28/2023,psi ai dukungan rakyat cinta toleransi anti korupsi,negatif,Ekonomi
6/28/2023,dipkirkan nasib bangsa kedepanya 10 berkuasa hasilnya apes negara bukanya aman korupsi bidang tanda tanda negara runtuh pemilihan presiden,negatif,Hujatan
6/28/2023,korupsi setan sutan kalimat ikonik sutan batugana alhasil setan benaran mengamuk difitnah korupsi sayang no to korupsi iklan koruptor,negatif,Hujatan
6/28/2023,menginjak nasional demokrat ada warganet menindas nasdrun nyalinkan penipu ulung danai duit hasil korupsi nya johnny gerard plate perintah surya paloh trys melawan memangnya bedil dasar bodoh,negatif,Ekonomi
6/28/2023,ibadah mahal butuh stamina ekstra dikasih makanan muntah dikritik disuruh bersyukur korupsi kegiatan ibadah dosanya dibayangin,negatif,kesehatan
6/28/2023,proses biang kerok bikin rancangan undang undang terbengkalai berlama tumpukan berkas niatan dewan perwakilan rakyat mensahkan pejabat pejabat korupsi berpikir kali,negatif,Hujatan
6/28/2023,jalan usut tuntas menyeret anies formula e korupsi kelebihan bayar mengulur salah bui ya lepas hukum tegakkan komisi pemberantasan korupsi takut tekanan pendukung anies,negatif,kesehatan
6/28/2023,nilainya wtp hasilnya digantung didinding dimasuki televisi hadiah nobel utang meromet korupsi meroket intelligence quotient nyungsep nilai pandir makan sogok,negatif,teknologi
6/28/2023,buang buang anggaran uang hasil korupsi ai demokrasi indonesia perjuangan 2 periode,negatif,Hujatan
6/28/2023,semoga korupsi dana haji ganjarannya dunia akhirat amin tega bayangkan jemaah makan kakek nenek dikasih,negatif,Hujatan
6/28/2023,korupsi dihukum mati kelebihan bayar korupsi gaya,negatif,Hujatan
6/28/2023,memikirkan ai kadernya korupsi 8 triliun,negatif,Hujatan
6/28/2023,mencotoh sepe i negara barat sebebas2nya bicara be indak berekpresi seluas2nya batasan aturan kejahatan kriminal korupsi ya ada meningkat kesalahan anggaplah 1000 personal korupsi kegagalan generasi,negatif,Ekonomi
6/28/2023,korupsi penjegalan,negatif,Hujatan
6/28/2023,ya korupsi mendarahdaging negeri wakanda semoga peringatan keras pelajaran meresaappp tuhan oknum korupsi bidang ibadah haji sepe i,negatif,Pendidikan
6/28/2023,berpikir ber jalan cepat korupsi,negatif,infrastruktur
6/28/2023,kelebihan bayar korupsi gaya didukung gerombolan hati front pembela islam khilafah,negatif,Hujatan
6/28/2023,dugaan korupsi pegawai komisi pemberantasan korupsi pungutan liar rumah tahanan analisa saut situmorang,negatif,kesehatan
6/28/2023,imigran yunan korupsi kuasai ekonomi nasional tong,negatif,kesehatan
6/28/2023,korupsi bts angkat ya metro,negatif,Hujatan
6/28/2023,buruk rupa cermin dibelah penduduk jaka a jaka a hancur ditangan anies korupsi jhony j plate arogansi sp ada ya belah cermin,negatif,Hujatan
6/28/2023,corruption korupsi indonesia pove iya kemiskinan people rakyat,negatif,kesehatan
6/28/2023,kepuasan 100 korupsi meraja lela tanggung tanggung ratusan triliun utang negara 8000 triliun rekor te inggi presiden menjabat wkwk rakyat e 40 kere puas puas,negatif,Ekonomi
6/28/2023,selamat ray a idul adha 2023 semangat pengobanan membela umat manusia kesusahan penderitaan memperkaya surat pemberitahuan tahunan qorun zaman perah korupsi royco sapi geter keramat mamat muzdalifah semoga iqbaal eh maqbuul,negatif,kesehatan
6/28/2023,agama dijadikan korupsi,negatif,Hujatan
6/28/2023,syahwatnya korupsi menguasai hati pikirannya,negatif,Hujatan
6/28/2023,jokowi menggali kubur koruptor anies bersalah alat bukti anies wajar tangkap korupsi kelebihan bayar dana hibah formula e,negatif,Hujatan
6/28/2023,pahami konsep rezeki korupsi 200 miliar korupsi 200 miliar,negatif,Hujatan
6/28/2023,berbohong korupsi,negatif,Hujatan
6/28/2023,maksudnya korupsi jahat melanggar hukum mestinya laporkan aparat hukum mempe anggungjawabkan kejahatan kekejiannya,negatif,Hujatan
6/28/2023,bapakku angkatan haji lauknya isi teri menteri agamanya ketangkep komisi pemberantasan korupsi korupsi dana catering haji,negatif,Polisi
6/28/2023,orang larinya tersangka korupsi,negatif,Hujatan
6/28/2023,sih bathoegana korupsi proyek energi sumber daya mineral,negatif,infrastruktur
6/28/2023,penegak hukum disuruh mengurusi korupsi bangsat,negatif,Pendidikan
6/28/2023,kebiasaan korupsi foto dikorupsinya,negatif,Hujatan
6/28/2023,tolong haji doakan korupsi indonesia berkurang semoga doa diijabah,negatif,Hujatan
6/28/2023,ditubuh komisi pemberantasan korupsi ada korupsi disuruh percaya komisi pemberantasan korupsi waras,negatif,Polisi
6/28/2023,sinting orang korupsi mangkas dana haji oi korupsi memikir ambil uang ibadah kasihan khusyu membatin makanan iniii,negatif,kesehatan
6/28/2023,ada indikasi korupsi dana haji katering,negatif,Hujatan
6/28/2023,korupsi proyek bts 4g jaksa johnny plate perkaya rupiah 17 8 miliar,negatif,infrastruktur
6/28/2023,koordinator icw agus sunaryanto bancakan korupsi bts johnny plate,negatif,Hujatan
6/28/2023,perbaiki mental ai berbicara bangsa faktanya sekelas sekretariat jenderal ai korupsi sekretariat jenderal kena korupsi,negatif,Ekonomi
6/28/2023,8 t korupsi kolusi nepotisme zaman rezim dahsyat nya badan usaha milik negara terima kasih deh negeri meninggal warisan kkn hutang anak anak cucu,negatif,Hukum
6/28/2023,idul adha ai korupsi sapi hobi selangkangan ai keadilan sejahtera,negatif,Ekonomi
6/28/2023,iri anies memakai anggaran anfaedah sepe i pengadaan lem aibon bikin sumur bikin patung porno kelebihan bayar ujung ujungnya korupsi,negatif,Hujatan
6/28/2023,wok bubar wok bubar kader korupsi pasang badan omongan nya konsisten wok,negatif,Hujatan
6/28/2023,bansos dikorupsi foto jago ai demokrasi indonesia perjuangan korupsi,negatif,Hujatan
6/28/2023,menemukan teman masuk berita pemukulan sidang korupsi terduga membantu haha,negatif,Hujatan
6/28/2023,duit gambar korupsi,negatif,Hujatan
6/28/2023,foto korupsi anu,negatif,Hujatan
6/28/2023,tim jelek goblok sih pendukung pelangi bapuk hutang presiden klub korupsi harap boixos nois kudeta nih klub,negatif,Hujatan
6/28/2023,aslina naha semarang yogyaka a solo nu anggaran pendapatan belanja daerah na bandung politik will nu kuasa legislatif eksekutifna rea korupsi matak ulah salah pilih dibungkus agama aslina jurig korupsi,negatif,Ekonomi
6/28/2023,buah revolusi mental ing ngarso sung korupsi ing madyo mangun dinasti tut wuri cawe cawe mengutip rg,negatif,Hujatan
6/28/2023,sebodoh bodohnya percaya mantan napi korupsi,negatif,Hujatan
6/28/2023,sombong pakai duit korupsi bangga,negatif,Hujatan
6/28/2023,komisi pemberantasan korupsi komisi pemberantasan korupsi menemukan bukti keterlibatan gubernur jawa ganjar pranowo dugaan korupsi pengadaan e kakak tanda penduduk,negatif,Polisi
6/28/2023,rusak komisi pemberantasan korupsi komando fr korupsi asusila nya bekukan benahi pemimpin angotanya,negatif,Polisi
6/28/2023,konon sp membubarkan nasional demokrat ada kadernya korupsi lips service sepe i amin rais,negatif,Hujatan
6/28/2023,mengadakan ritual diyakini ibadah pahala ada taqrir persetujuan nabi salah bentuk pengkhianatan syariat menuduh nabi risalah agama judi korupsi maksiat,negatif,Hujatan
6/28/2023,lembaga korup usut korupsi dunia,negatif,Hujatan
6/28/2023,goblok korupsi pemerintah jokowi junjunganmu,negatif,Hujatan
6/28/2023,komisi pemberantasan korupsi lembaga birokrasi pemerintah 2 dekade lelaku korupsi punah subur kelakuan komisi pemberantasan korupsi 11 12,negatif,Polisi
6/28/2023,pegangan besinya korupsi,negatif,Hujatan
6/28/2023,lihat berita co ceo bikin das terlibat korupsi mengundurkan alasan season 2 das ampas produksinya season 2nya menonton,negatif,Hujatan
6/28/2023,referensimu metrotivu ya lae lae sidang nya sekjend nasional demokrat korupsi 8 rupiah ya,negatif,Hujatan
6/28/2023,kesejahteraan masyarakat lapangan pekerjaan korupsi isu strategis perhatian utama anak muda pemilihan 2024 laku isu isu jadul,negatif,kesehatan
6/28/2023,e kang ngibulin rakyat ngerampok duit rakyat korupsi iya dikabulkan doa nya tuhan agr menang adil rakyat wadas a suka menonton b kep pemimpin adil bersih dicintai rakyatnya dikabulkan doanya memenangkan keadilan rakyat,negatif,kesehatan
6/28/2023,berkomentar kebiasaan korupsi pemerintah indonesia hilang capai memikirkan nya berusaha dipikirkan kepikiran semoga berhaji kekuatan kesehatan amin,negatif,kesehatan
6/28/2023,ptn halo guys jalur rapor selma universitas brawijaya mata pelajaran pendidikan anti korupsi pilihan universitas brawijaya nya ada masuk ya,negatif,Pendidikan
6/28/2023,lihat nilai nya gila gede pengembalian kerugian sih ada hukum mati ya jera narkoba teroris ada dihukum mati nilai korupsi untukgenerasiyglebihbaik,negatif,Pendidikan
6/28/2023,mpak menilai kerugian diakibatkan pengelolaan sampah mafia proyek diduga hendra rekan kebal hukum tutup aris membenarkan laporan masyarakat pekanbaru anti korupsi komisi pemberantasan korupsi jaka a,negatif,infrastruktur
6/28/2023,jaka a pekanbaru anti korupsi mpak kota pekanbaru menyambangi gedung komisi pemberantasan korupsi komisi pemberantasan korupsi mengadukan kepala dinas lingkungan hidup kebersihan dlhk kota pekanbaru hendra afriadi,negatif,kesehatan
6/28/2023,negara berkembang weh korupsi jelek panas aaaaaaa i cinta indonesia no england no united state of america,negatif,Hujatan
6/28/2023,hukum perusahaan fahmi darmawansyah rupiah 126 korupsi bakamla,negatif,Hujatan
6/28/2023,susah mental korupsi fotonya korupsi,negatif,Hujatan
6/28/2023,mengembalikan wewenang ojk bank indonesia ojk kerja industri keuangan jebol jiwasraya terbaru dugaan korupsi bank mayapada,negatif,kesehatan
6/28/2023,panas dingin pastinya mencapreskan anies ketahuan korup mafia 8t embat tanggung nasional demokrat korupsi metro tivu menjatuhkan ganjar,negatif,Hukum
6/28/2023,ganjar jujur faktanya 10 gubernur jawa korupsi,negatif,Hujatan
6/28/2023,komisi pemberantasan korupsi komisi pemberantasan korupsi pegawai diduga memotong uang dinas pegawai menimbulkan kerugian negara rupiah 550 juta lt nasional komisi pemberantasan korupsi,negatif,Polisi
6/28/2023,inews the prime show aiman eksklusif sp i korupsi minyak goreng bts 4g internet pelosok pembelajaran online dikorupsi ada pikiran diangkat mnjd menteri hati nurani kehdpan masyarakat susah,negatif,teknologi
6/28/2023,penggiat anti korupsi tembang pilih beda dukungan korupsi ukuranya uang negara diembat meninggikan merendahkan satunya,negatif,Hujatan
6/28/2023,jejangan bayar ongkirnya barang amir sih jadi2,netral,NaN
6/28/2023,terlibat korupsi,negatif,Hujatan
6/28/2023,kepikiran bang korupsi lancar jalan,negatif,infrastruktur
6/28/2023,korupsi ya sepe i mudah ditemukan be ele tele pakai ada unsur korupsinya ya sepe i formula e uleg2 19 kali gelar perkaranya ada ya gakkan ada ketemu kecuali,negatif,Hujatan
6/28/2023,ayo korupsi,negatif,Hujatan
6/28/2023,iya teruskan mega korupsi 100t ya habis nya dipendam,negatif,Hujatan
6/28/2023,13 terdakwa korupsi tol padang diputus bersalah kejati kejari tunggu putusan,negatif,Hujatan
6/28/2023,kurus kampungan plonga plongo bahasa inggris berlepotan sok menipu korupsi era kepemimpinannya tiada tanding tiada banding,negatif,kesehatan
6/28/2023,sembako murah negara aman dibanding sembako mahal korupsi merajalela,negatif,Ekonomi
6/28/2023,korupsi pengadaan haji takut konsekuensinya akhirat ibadah orang persulit,negatif,Hujatan
6/28/2023,korupsi makan ganas,negatif,Hujatan
6/28/2023,giliran novel baswedan bilang anies korupsi formula e miduk percaya percaya pilahpilih jatuhnya black kampanye duk,negatif,Hujatan
6/28/2023,ramai babi korma timbang korupsi al alquran,negatif,Hujatan
6/28/2023,ketutup mata hatinya uang korupsi,negatif,Hujatan
6/28/2023,korupsi biar cepat haji pakai haji plus,negatif,Hujatan
6/28/2023,korupsi kelebihan bayar salah ketik,negatif,Hujatan
6/28/2023,tenang om tersangka korupsi om keliaran negeri sih urusan om denni panik,negatif,kesehatan
6/28/2023,serangan rapi terstruktur sistematis masif,netral,NaN
6/28/2023,makanan haji sedih2 ya mahal bayarnya kementerian agama wakanda korupsi ya,negatif,kesehatan
6/28/2023,ptn halo ada daftar mandiri selma universitas brawijaya jalur rapor rapor ku ada mata pelajaran bahasa lampung muatan lokal pendidikan anti korupsi ada pilihannya web nya ya,negatif,Pendidikan
6/28/2023,berharap koruptornya dipersulit keluarganya biar pikir 7x korupsi merugikan tujuh turunan akibat ulahnya,negatif,kesehatan
6/28/2023,inews the prime show aiman eksklusif salut jaksa agung pergumulan batin ya menegakkan hukum tugas ya tuhan brpihak kebenaran kejujuran menyesalkn korupsi rakyat,negatif,Hujatan
6/28/2023,dasar hama korupsi,negatif,Hujatan
6/28/2023,ai komunis indonesia dungu bilang suap korupsi berbeda bodoh kotu,negatif,Polisi
6/28/2023,dungu anis tegakkan hukum korupsi bts oknum ai nasional demokrat j plate,negatif,Hujatan
6/28/2023,orang korupsi kenal ada,negatif,Hujatan
6/28/2023,meakkeun duit puguh anjing mending dibagikeun kakak fakir miskin jaba duit jang nyieun patung meunang ti hutang can dilunasan bonus korupsi digedekeun ari tarangkurak sehat,negatif,kesehatan
6/28/2023,lucunya kawan kawan percaya omongan novel anies korupsi formula e percaya cek kulikan tempo bacot buzzerp emak kompleks memilih hasrat bergosip,negatif,Hujatan
6/28/2023,korupsi duit spp,negatif,Hujatan
6/28/2023,ganjar malu tindak korupsi,negatif,Hujatan
6/28/2023,contoh anak dibesarkan hasil korupsi,negatif,Hujatan
6/28/2023,boneka cukong menampakkan aslinya anti pribumi garap deh anak buah korupsi negara hancur jokowi karuan,negatif,Hujatan
6/28/2023,tuhan menanamkan kebaikan hati orang orang tuhan percaya menitipkan karunia kebaikan hati orang orang kebaikan menjelma kebaikan korupsi ditengah jalan,negatif,kesehatan
6/28/2023,pegawai komisi pemberantasan korupsi diduga korupsi wkwk,negatif,Polisi
6/28/2023,korupsi dana haji kwkwkwk,negatif,Hujatan
6/28/2023,komisi pemberantasan korupsi komisi pemberantasan korupsi mengungkap alasan menahan mantan kepala kantor bea cukai makassar adhi pramono tersangka dugaan korupsi penerimaan gratifikasi terkait jabatan beacukaimakassar adhipramono komisi pemberantasan korupsi korupsi,negatif,Polisi
6/28/2023,ada ada kelakuan manusia berita saban bunuh memerkosa korupsi makanan haji inses bunuh 7 janin bayi imam perempuan pondok pesantren dunia oh dunia,negatif,kesehatan
6/28/2023,ada pengalaman korupsi dik,negatif,Pendidikan
6/28/2023,plate sekretariat jenderal ai nasional demokrat fakta mbah mari sikat korupsi koruptor menggerogoti indonesia prabowo indonesia,negatif,Ekonomi
6/28/2023,monev podcast episode 22 transparansi akuntabilitas korupsi sorotan tantangan monev selengkapnya monev podcast by monev studio tersedia platform podcast,negatif,teknologi
6/28/2023,korupsi jahanam korupsi dikorupsi duit kembalikan,negatif,Hujatan
6/28/2023,ngeri korupsi mangkas dana makanan orang haji orang orang berkumpul duit berangkat be ahun2 keringat air mata nunggunya be ahun2 makanan jahat iya orang orang hati nurani,negatif,kesehatan
6/28/2023,buzzer koropsi eh korupsi kali ya,negatif,Hujatan
6/28/2023,formula korupsi sukses pemerintahan sontoloyo disiini pahaam,negatif,Hujatan
6/28/2023,komisi pemberantasan korupsi buktikan komisi pemberantasan korupsi takut menangkap korupsi koruptor presiden cucu presiden kakek nya presiden tangkap,negatif,kesehatan
6/28/2023,proyek al alquran korupsi ada teriak penistaan agama dasar menista agama suka golonganya bilang fitnah kaum muslim monas kelakuannya,negatif,infrastruktur
6/28/2023,sulit terwujud sepe inya susi menteri kkp penggantinya tangan kanannya prabowo menganulir kebijakan susi ekspor benih lobster salah satunya ujung ujungnya korupsi,negatif,kesehatan
6/28/2023,mahasiswa kemana ya ada marah emosi lihat uang korupsi,negatif,Pendidikan
6/28/2023,ada korupsi dana konsumsi haji takut dosa,negatif,Hujatan
6/28/2023,tikus tikus suka korupsi,negatif,Hujatan
6/28/2023,korupsi kemanusiaan menafsirkan korupsi masyarakat ed al andang l binawan kompas 2006 234 halaman 300 gram rupiah 30 000 korupsikemanusiaan menafsirkankorupsidalammasyarakat,negatif,Hujatan
6/28/2023,cermati kalimatnya fitnah hoaks korupsi e kakak tanda penduduk terbukti 2 makna,negatif,Hujatan
6/28/2023,ada 85 beli terdeteksi dikonfirmasi baca cina baca indon gila ada 85 orang pencuri 5 juta ton nikel bangsat,negatif,Hujatan
6/28/2023,terbayang siksa neraka korupsi dana haji,negatif,Ekonomi
6/28/2023,terbaru jayabaya terlibat korupsi jamkesmas mafia tanah bpn lebal pengemnangan kawasan maja raya penyerobotan lahan cimarga,negatif,kesehatan
6/28/2023,negative thinking benaran korupsi aduh ampunnn ditaro neraka ya jahanam,negatif,Ekonomi
6/28/2023,korupsi nasional demokrat wan ambrol sok berantas gublux habis habis kang bekam,negatif,Ekonomi
6/28/2023,negara sibuk korupsi molis ikn rakyat sibuk be ahan hidup,negatif,Hujatan
6/28/2023,pegawai negeri sipil kambing hitam korban intervensi jabatan meraup suara korban kambing hitam pungutan liar korupsi disangka menghabiskan uang negara,negatif,Ekonomi
6/28/2023,biar ada melaporkan bang ada korupsi dipaksa korupsi,negatif,Hujatan
6/28/2023,sontoloyo staf komisi pemberantasan korupsi korupsi anggaran perjalanan dinas 550 juta tangkap borgol,negatif,kesehatan
6/28/2023,wkwk modelan nih korup zamannya demo rkuhp ada foto muda pejabat pas koar koar demo eh habis menjabat problematik kena korupsi,negatif,Hujatan
6/28/2023,orang memahami pemberian opini wtp ri wtp jaminan pemerintahan lembaga bersih korupsi wtp penyajian lkpd transparan a akuntabel ada kerugian negara diproses sesuai aturan,negatif,kesehatan
6/28/2023,satgassus pencegahan korupsi kepolisian republik indonesia pantau proyek jalan dana ponorogo reqnews satgasus ponorogo korupsi proyekjalan,negatif,kesehatan
6/28/2023,disunat korupsi mbak orang pas covid duit haji dipinjam pemerintah rela daftarin o haji dikasih makan menyedihkan,negatif,Hujatan
6/28/2023,mentrinya terlibat korupsi bts,negatif,Hujatan
6/28/2023,percaya proses hukum politis gedung korupsi biaya perjalanan dinas pungutan liar lecehkan istri tahanan,negatif,kesehatan
6/28/2023,fotocopy pakai as belikan tinta printer korupsi,negatif,Hujatan
6/28/2023,berbuat ada manfaat nya men cari korupsi,negatif,Hujatan
6/28/2023,teriak ya koruptor korupsi dana hutang,negatif,Hujatan
6/28/2023,masuk bui nya disuruh ibunya korupsi,negatif,Hujatan
6/28/2023,rezimnya ganti lakukan audit besaran global transparant ditayangkan live ada ketahuan korupsi langsung dibukum mati setuju,negatif,Pendidikan
6/28/2023,maksudnya mahasiswa lulus kerja bingung kalimat jaman kuliah 2012 2016 kritik pedas rektor korupsi dikritik habis mahasiswa bakar ban menuntut turun mahasiswa,negatif,Pendidikan
6/28/2023,bilang ganjar pranowo terbukti korupsi e kakak tanda penduduk sembarang orang petinggi komisi pemberantasan korupsi kedudukannya perannya buzzer halu serang membabi buta percaya berwajib a inya jiwa terluka serius,negatif,Polisi
6/28/2023,coba mengomongkan korupsi,negatif,Hujatan
6/28/2023,susilo bambang yudhoyono surveinyaxsdh turun sibuk memberedkan ainya limbung korupsi bedalah nikmati,negatif,Hujatan
6/28/2023,undang undang perampasan aset merumuskan dewan perwakilan rakyat dewan perwakilan rakyat nya pelaku korupsi indonesia perlakukan undang undang perampasan aset koruptor undang undang perampasan aset koruptor wacana usulkan ahli hukum tata negara,negatif,Ekonomi
6/28/2023,susilo bambang yudhoyono salahkan orang evaluasi ai demokrat bagus jual rakyat please wake up kerusakan ai demokrat parah animation korupsi hambalang century,negatif,Hujatan
6/28/2023,videonya almarhum sutan bhatoegana diperiksa berani sumpah bawa bawa nama tuhan korupsi,negatif,Ekonomi
6/28/2023,korupsi mengorupsi indonesia akibat prospek pemberantasan ed wijayanto ridwan zachrie gramedia 2009 1149 halaman 1 5 kg ada stabilo rupiah 85 000 korupsimengorupsiindonesia,negatif,Polisi
6/28/2023,ikutan korupsi uang makan jamaah haji iya semoga perut koruptor keluarganya kembung meletus,negatif,Hujatan
6/28/2023,kepengurusan komisi pemberantasan korupsi memprihatinkan berulangkali dilanda polemik komisi pemberantasan korupsi sibuk mengurus urusan internal menciptakan gebrakan brilian memberantas korupsi tengok memburu harun masiku berhasil,negatif,Pendidikan
6/28/2023,akibat korupsi bts ketangkep tim hore mencari duit setor wan jumbud anies,negatif,Hujatan
6/28/2023,anak muda gen iya z ayo dukung perubahan maju depok depok milik anak muda trengginas adab bebas korupsi lakukan kaesang cocoklah terjebak teori visi misi jujur kerja kerja membangun depok be oleransi 2024 for kaesang,negatif,teknologi
6/28/2023,koruptor bangsat berbicara penanganan korupsi anjing ada halal koruptor,negatif,kesehatan
6/28/2023,komisi pemberantasan korupsi terbukti korupsi berkembang dilembaganya,negatif,Polisi
6/28/2023,insentif pelapor tindakan korupsi,negatif,infrastruktur
6/28/2023,palangkaraya ada korupsi surat perintah penghentian penyidikan alasannya ada pidana jaksa manggilin kelompok tani tanahnya,negatif,Hukum
6/28/2023,torang dukung penuntasan korupsi papua generasi,negatif,Ekonomi
6/28/2023,presiden konoha siapkan uang 15t angka nilai korupsi era mukidi ratusan triliun bagikan kaos uang 100k orang dijamin 100jt suara milik pemilih pemilihan 2024 205jt,negatif,Pendidikan
6/28/2023,mental nasional demokrat rusak salah pentolannya kegaruk korupsi serakah sih masak anggaran 10t diembat 8t korupsi nasional demokrat lumrah terganggu mentalnya,negatif,Ekonomi
6/28/2023,terpengaruh irama prmaenan buzzer mnerus mnyinyirin anies biar lupa 349t utang rugi mandalika ikn kcjb bts 8t mlibatkn puan ai demokrasi indonesia perjuangan rugi expor nikel cina 5 juta ton korupsi lengah,negatif,kesehatan
6/28/2023,biarkan bro biarkan orang mabuk,netral,NaN
6/28/2023,komisi pemberantas korupsi,negatif,Ekonomi
6/28/2023,korupsi dana haji semoga dihukum seberat beratnya allah aaamiiinnn,negatif,Ekonomi
6/28/2023,wakil presiden komisi pemberantas ada suap ada komisi pemberantas korupsi,negatif,Polisi
6/28/2023,manusia pakai akun resminya berani,netral,NaN
6/28/2023,cabul dimanjakan o pakai duit korupsi ditambah psikopat bangsat,negatif,Hujatan
6/28/2023,ya menilap indonesia korupsi indonesia united state of america aneh teman makan teman dianggap rusak rezim berdiri 9,negatif,Hujatan
6/28/2023,nama terkuat kandidat bacapres angel of attack tersendiri ketiga serangan ganjar mudah dipatahkan salah satunya korupsi e kakak tanda penduduk terbukti,negatif,Ekonomi
6/28/2023,persidangan e kakak tanda penduduk fakta terungkap nama bersih korupsi politik calon presiden orang dicerca fitnah gusti tidur derajatnya diangkat pmbj0d70,negatif,Ekonomi
6/28/2023,pelaksana tugas plt deputi penindakan eksekusi komisi pemberantasan korupsi komisi pemberantasan korupsi asep guntur rahayu dugaan korupsi kementerian pe anian kementerian pe ahanan diselidiki jual beli jabatan permintaan uang eselon i ih iii jual beli jabatan ada perkara perkara asep kantornya jaka a rabu 28 6 2023,negatif,kesehatan
6/28/2023,bikin vlog congor caci maki berani pangkat receh blagu,negatif,Ekonomi
6/28/2023,jokowi menggali kubur tersangka korupsi jokowi konsisten dukung berantas korupsi hukum tebang pilih hukum tumpul,negatif,Ekonomi
6/28/2023,efek mayoritas orang indonesia suaranya gampang dibeli duit ratusan ribu ya dprnya korupsi modal,negatif,Hujatan
6/28/2023,korupsi bts kominfo nama hasto masuk radar kejaksaan agung duga terlibat korupsi happy hapsoro suami puan maharani direktur perusahaan milik happy hapsoro tangkap komisi pemberantasan korupsi rekening perusahaan milik happy bekukan,negatif,Polisi
